PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONING_DISTRICT,ZONING_CLASSIFICATION,LOT,PLAN,BLOCK,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
006-150-055,STRATA,313819380013,31381938,CD-1 (117),Comprehensive Development,13,VAS879,,335,,3428.0,COPELAND AVE,V5S 4B6,LOT 13  PLAN VAS879  DISTRICT LOT 3,35  NEW WESTMINSTER UNDIV 97/4070 S,HARE IN COM PROP THEREIN.,,,375000.0,91200.0,2020.0,445000.0,97200.0,1980.0,1980.0,1363.95,25,2020
006-570-488,STRATA,636124330043,63612433,FCCDD,Comprehensive Development,43,VAS1343,,FC,104,1530.0,MARINER WALK,V6J 4X9,LOT 43  PLAN VAS1343  DISTRICT LOT,FC  NEW WESTMINSTER UNDIV 826/12655,9 SHARE IN COM PROP THEREIN.,,,297000.0,193000.0,2022.0,254000.0,165000.0,1984.0,1984.0,1319.54,7,2022
024-469-556,STRATA,640053080001,64005308,RM-4,Multiple Dwelling,1,LMS3853,,540,1,3130.0,4TH AVE W,V6K 1R7,LOT 1  PLAN LMS3853  DISTRICT LOT 5,40  NEW WESTMINSTER UNDIV 179/10000,SHARE IN COM PROP THEREIN.,,,845000.0,130000.0,2023.0,800000.0,152000.0,1999.0,1999.0,,2,2023
026-314-274,STRATA,722314910058,72231491,CD-1 (314),Comprehensive Development,58,BCS1342,,36,401,3575.0,EUCLID AVE,V5R 6H5,LOT 58  PLAN BCS1342  DISTRICT LOT,36  NEW WESTMINSTER GROUP 1.,,,,483000.0,127000.0,2023.0,424000.0,129000.0,2005.0,2005.0,,23,2023
003-937-763,STRATA,632124530298,63212453,FCCDD,Comprehensive Development,298,VAS1291,,3610,704,1490.0,PENNYFARTHING DR,V6J 4Z3,LOT 298  PLAN VAS1291  DISTRICT LOT,3610  NEW WESTMINSTER UNDIV 870/11,8090 SHARE IN COM PROP THEREIN.,,,645000.0,217000.0,2023.0,603000.0,218000.0,1986.0,1986.0,,7,2023
013-641-557,LAND,233765370000,23376537,RS-1,One-Family Dwelling,33,VAP2551,2,731,,6369.0,DUMFRIES ST,V5P 3B5,LOT 33  BLOCK 2  PLAN VAP2551  DIST,RICT LOT 731  NWD PART E 1/2.,,,,1510000.0,337000.0,2022.0,1310000.0,315000.0,2004.0,2004.0,6766.85,19,2022
010-148-108,LAND,153823790000,15382379,RS-1,One-Family Dwelling,H,VAP8311,20,319,,8209.0,LAUREL ST,V6P 3V2,LOT H  BLOCK 20  PLAN VAP8311  DIST,RICT LOT 319  NWD OF LOTS 6 TO 23 O,"F BLK B, DL 323 & 324.",,,2062000.0,1513000.0,2021.0,1827000.0,1506000.0,2015.0,2015.0,11983.9,12,2021
024-883-948,LAND,630250930000,63025093,RM-11N,Multiple Dwelling,,LMP47217,137,264A,,1765.0,1ST AVE E,V5N 1A9,BLOCK 137  PLAN LMP47217  DISTRICT,"LOT 264A  NWD PARCEL 1, GROUP 1.",,,,3141000.0,304200.0,2021.0,3713000.0,300500.0,1910.0,1970.0,4153.52,14,2021
014-283-476,LAND,195728650000,19572865,RS-1,One-Family Dwelling,13,VAP1794,10,634,,4865.0,SOPHIA ST,V5V 3W5,LOT 13  BLOCK 10  PLAN VAP1794  DIS,"TRICT LOT 634  NWD GROUP 1, TO BLK",12.,,,1414000.0,40700.0,2020.0,1690000.0,41200.0,1966.0,1966.0,5819.99,16,2020
013-179-292,LAND,77755780000,7775578,RS-5,One-Family Dwelling,10,VAP3095,16,526,,6040.0,LARCH ST,V6M 4E4,LOT 10  BLOCK 16  PLAN VAP3095  DIS,TRICT LOT 526  NWD OF LOT 3.,,,,2070000.0,102000.0,2022.0,1842000.0,89500.0,1977.0,1977.0,7598.04,5,2022
023-119-349,STRATA,640194940107,64019494,IC-3,Industrial,107,LMS2039,,200A,407,350.0,2ND AVE E,V5T 4R8,"STRATA LOT 107, PLAN LMS2039, DISTR","ICT LOT 200A, NEW WESTMINSTER LAND","DISTRICT, TOGETHER WITH AN INTEREST",IN THE COMMON PROPERTY IN PROPORTI,ON TO THE UNIT ENTITLEMENT OF THE S,475000.0,126000.0,2021.0,421000.0,127000.0,1995.0,1995.0,1756.42,13,2021
006-775-497,LAND,694292860000,69429286,RS-1,One-Family Dwelling,15,VAP11660,G,THSL,,3192.0,19TH AVE E,V5M 2T1,LOT 15  BLOCK G  SECTION 42  PLAN V,AP11660  DISTRICT LOT THSL  NWD,,,,1412000.0,40300.0,2022.0,1196000.0,35200.0,1948.0,1954.0,5659.94,22,2022
009-220-437,LAND,769152450000,76915245,RS-1,One-Family Dwelling,7,VAP10991,J,526,,859.0,48TH AVE W,V5Z 2S2,LOT 7  BLOCK J  PLAN VAP10991  DIST,RICT LOT 526  NWD OF BLK 1008.,,,,2938000.0,49300.0,2021.0,2660000.0,49800.0,1962.0,1962.0,10362.3,11,2021
014-702-266,STRATA,648037040002,64803704,RM-4,Multiple Dwelling,2,VAS2474,,176,102,3788.0,8TH AVE W,V6R 1Z3,LOT 2  PLAN VAS2474  DISTRICT LOT 1,76  NEW WESTMINSTER UNDIV 77/3583 S,HARE IN COM PROP THEREIN.,,,469000.0,173000.0,2020.0,450000.0,182000.0,1989.0,1989.0,1878.29,1,2020
018-842-291,STRATA,609114020034,60911402,RM-5A,Multiple Dwelling,34,LMS1491,,185,219,1500.0,PENDRELL ST,V6G 3A5,LOT 34  PLAN LMS1491  DISTRICT LOT,185  NEW WESTMINSTER UNDIV 79/10000,SHARE IN COM PROP THEREIN.,,,454000.0,75500.0,2021.0,418000.0,78900.0,1981.0,1981.0,1547.46,27,2021
004-112-555,LAND,225719620000,22571962,RS-1,One-Family Dwelling,10,VAP2449,6,391,,4636.0,INVERNESS ST,V5V 4X4,LOT 10  BLOCK 6  PLAN VAP2449  DIST,RICT LOT 391  NWD AMD (SEE 486095L),"OF LOT 1, & DL 392.",,,1629000.0,219000.0,2021.0,1397000.0,233000.0,1986.0,1986.0,7211.79,19,2021
013-598-961,LAND,229810530000,22981053,RS-1,One-Family Dwelling,17,VAP2591,24,200,,7427.0,CULLODEN ST,V5X 4K3,LOT 17  BLOCK 24  PLAN VAP2591  DIS,TRICT LOT 200  NEW WESTMINSTER,,,,1517000.0,142000.0,2022.0,1243000.0,125000.0,1979.0,1979.0,6781.29,17,2022
025-743-970,STRATA,138612050022,13861205,DD,Comprehensive Development,22,BCS522,,541,307,1225.0,RICHARDS ST,V6B 1E6,LOT 22  PLAN BCS522  DISTRICT LOT 5,41  NEW WESTMINSTER UNDIV 36/10613,SHARE IN COM PROP THEREIN.,,,294000.0,165000.0,2022.0,276000.0,155000.0,2003.0,2003.0,1236.05,29,2022
010-897-011,LAND,734195360000,73419536,RS-1,One-Family Dwelling,B,VAP6404,11,637,,350.0,35TH AVE E,V5W 1A8,LOT B  BLOCK 11  PLAN VAP6404  DIST,RICT LOT 637  NEW WESTMINSTER,,,,1544000.0,26600.0,2021.0,1308000.0,26800.0,1951.0,1960.0,6221.8,16,2021
017-636-281,LAND,696282970000,69628297,RS-1,One-Family Dwelling,A,LMP2859,H,THSL,,3093.0,20TH AVE E,V5M 2V3,LOT A  BLOCK H  SECTION 43  PLAN LM,P2859  DISTRICT LOT THSL  NEW WESTM,INSTER,,,1414000.0,272000.0,2022.0,1198000.0,251000.0,1992.0,1992.0,6431.29,22,2022
013-428-446,LAND,793212270000,79321227,RS-1,Single Detached House,31,VAP2735,5,661,,863.0,51ST AVE E,V5X 1E4,LOT 31  BLOCK 5  PLAN VAP2735  DIST,RICT LOT 661  NWD GROUP 1.,,,,1735000.0,98900.0,2023.0,1601000.0,104000.0,1972.0,1972.0,,17,2023
029-695-431,STRATA,130803070009,13080307,CD-1 (521),Comprehensive Development,9,EPS2412,,526,,1519.0,ATLAS LANE,V6P 0C9,LOT 9  PLAN EPS2412  DISTRICT LOT 5,"26  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,735000.0,463000.0,2023.0,751000.0,452000.0,2015.0,2015.0,,10,2023
015-537-587,LAND,648194220000,64819422,RM-4,Multiple Dwelling,4,VAP197,54,200A,,322.0,8TH AVE E,V5T 1S2,LOT 4  BLOCK 54  PLAN VAP197  DISTR,ICT LOT 200A  NWD  GROUP 1 & LOT 5,BLOCK 54  PLAN VAP197  DISTRICT LO,T 200A  NWD  GROUP 1  EXCEPTPLAN EA,ST 33 FEET & LOT 3  BLOCK 54  PLAN,4417000.0,800000.0,2021.0,5220000.0,687000.0,1968.0,1968.0,15642.6,13,2021
013-610-163,LAND,604298530000,60429853,RS-1,Single Detached House,25,VAP2588,3,THSL,,3363.0,NAPIER ST,V5K 2X4,LOT 25  BLOCK 3  SECTION 26  PLAN V,AP2588  DISTRICT LOT THSL  NWD PART,"W 1/2, EXC N 2.5' NOW LANE.",,,1391000.0,119000.0,2023.0,1279000.0,125000.0,1980.0,1985.0,,20,2023
012-748-129,LAND,606107970000,60610797,RM-5B,Multiple Dwelling,27,VAP92,68,185,,975.0,CHILCO ST,V6G 2R5,LOT 27  BLOCK 68  PLAN VAP92  DISTR,ICT LOT 185  NWD,,,,7781000.0,5388000.0,2021.0,8646000.0,5244000.0,1931.0,1931.0,38959.4,27,2021
013-101-358,LAND,692235480000,69223548,RT-10,Two-Family Dwelling,4,VAP3142,2,,,1548.0,18TH AVE E,V5N 2H5,LOT 4  BLOCK 2  PLAN VAP3142  NEW W,ESTMINSTER DISTRICT LOT 748 & 749.,,,,1600000.0,87300.0,2022.0,1450000.0,78800.0,1922.0,1975.0,6356.78,15,2022
004-524-349,STRATA,747082910025,74708291,RM-3,Multiple Dwelling,25,VAS1687,,526,1301,2115.0,40TH AVE W,V6M 1W4,LOT 25  PLAN VAS1687  DISTRICT LOT,526  NEW WESTMINSTER UNDIV 117/2938,SHARE IN COM PROP THEREIN.,,,894000.0,358000.0,2023.0,805000.0,428000.0,1986.0,1986.0,,5,2023
,LAND,590190997703,59019099,DEOD,Comprehensive Development,1,EPP27580,10,196,,329.0,GORE AVE,V6A 2Z3,LOT 1  BLOCK 10  PLAN EPP27580  DIS,TRICT LOT 196  NWD GROUP 1.,,,,1.0,1.0,2022.0,1.0,1.0,1904.0,1904.0,1742.13,26,2022
026-399-989,STRATA,161752240015,16175224,CD-1 (424),Comprehensive Development,15,BCS1471,,526,15,5812.0,TISDALL ST,V5Z 3N2,LOT 15  PLAN BCS1471  DISTRICT LOT,526  NEW WESTMINSTER GROUP 1.,,,,936000.0,273000.0,2021.0,939000.0,276000.0,2005.0,2005.0,3533.3,11,2021
011-786-205,STRATA,813176940160,81317694,CD-1 (179),Comprehensive Development,160,VAS1960,,322,102,7620.0,COLUMBIA ST,V5X 4S8,LOT 160  PLAN VAS1960  DISTRICT LOT,322  NEW WESTMINSTER TOGETHER W/ A,N INT IN THE COMMON PRTY IN PROPORT,ION TO THE UNIT ENTITLEMENT OF THE,STRATA LOT AS SHOWN ON FORM 1.,554000.0,160000.0,2022.0,489000.0,142000.0,1988.0,1988.0,1922.76,12,2022
023-938-293,STRATA,157606020455,15760602,CD-1 (324),Comprehensive Development,455,LMS2995,,FC,2705,1009.0,EXPO BLVD,V6Z 2V9,"STRATA LOT 455, PLAN LMS2995, DISTR","ICT LOT FC, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,783000.0,353000.0,2022.0,769000.0,347000.0,1997.0,1997.0,3059.18,30,2022
030-690-056,LAND,615119250000,61511925,RM-5A,Multiple Dwelling,1,EPP87123,12,185,,1055.0,HARWOOD ST,V6E 1R5,"LOT 1, BLOCK 12, PLAN EPP87123, DIS","TRICT LOT 185, GROUP 1, NEW WESTMIN",STER LAND DISTRICT,,,33719000.0,53900.0,2023.0,37177000.0,50500.0,1948.0,1948.0,,27,2023
026-583-275,STRATA,600116030146,60011603,DD,Comprehensive Development,146,BCS1697,,185,1309,1333.0,GEORGIA ST W,V6E 4V3,LOT 146  PLAN BCS1697  DISTRICT LOT,185  NEW WESTMINSTER GROUP 1.,,,,802000.0,215000.0,2023.0,760000.0,229000.0,2006.0,2006.0,,26,2023
009-139-061,LAND,300814650000,30081465,RS-1,One-Family Dwelling,25,VAP11489,71,,,7415.0,KERR ST,V5S 3E3,LOT 25  BLOCK 71  PLAN VAP11489  NW,"D DISTRICT LOT FRASERVIEW, OF LOT F",.,,,1372000.0,49800.0,2021.0,1180000.0,53700.0,1966.0,1966.0,5807.7,25,2021
017-969-603,STRATA,170684050133,17068405,CD-1 (165),Comprehensive Development,133,LMS597,,472,803,518.0,14TH AVE W,V5Z 4N5,STRATA LOT 133  PLAN LMS597  DISTRI,CT LOT 472  NWD  TOGETHER WITH AN I,NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,1852000.0,699000.0,2021.0,1754000.0,700000.0,1992.0,1992.0,7455.3,7,2021
025-744-241,STRATA,138612050049,13861205,DD,Comprehensive Development,49,BCS522,,541,607,1225.0,RICHARDS ST,V6B 1E6,LOT 49  PLAN BCS522  DISTRICT LOT 5,41  NEW WESTMINSTER UNDIV 37/10613,SHARE IN COM PROP THEREIN.,,,326000.0,164000.0,2023.0,304000.0,165000.0,2003.0,2003.0,,29,2023
025-553-241,STRATA,616138940021,61613894,CD-1 (366),Comprehensive Development,21,BCS183,,FC,703,1408.0,STRATHMORE MEWS,V6Z 3A9,LOT 21  PLAN BCS183  DISTRICT LOT F,"C  NWD GROUP 1, TOGETHER WITH AN IN",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF,THE STRATA LOT AS SHOWN ON FORM 1,446000.0,274000.0,2021.0,458000.0,270000.0,2002.0,2002.0,2104.2,30,2021
029-234-913,STRATA,670234750002,67023475,RT-5N,Two-Family Dwelling,2,EPS1860,,264A,,1641.0,12TH AVE E,V5N 2A2,LOT 2  PLAN EPS1860  DISTRICT LOT 2,"64A  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,822000.0,213000.0,2021.0,770000.0,210000.0,2013.0,2013.0,3024.78,14,2021
010-752-340,LAND,670030400000,67003040,RS-1,One-Family Dwelling,9,VAP3538,178,540,,4056.0,10TH AVE W,V6R 2H1,LOT 9  BLOCK 178  PLAN VAP3538  DIS,TRICT LOT 540  NWD OF LOT 1.,,,,2352000.0,809000.0,2022.0,2010000.0,707000.0,2004.0,2004.0,10764.3,1,2022
029-483-522,STRATA,182638950188,18263895,CD-1 (531),Comprehensive Development,188,EPS2328,,200A,1703,1783.0,MANITOBA ST,V5Y 0K1,"STRATA LOT 188, PLAN EPS2328, DISTR","ICT LOT 200A, GROUP 1, NEW WESTMINS","TER LAND DISTRICT, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,1039000.0,451000.0,2022.0,1040000.0,451000.0,2015.0,2015.0,4012.82,13,2022
024-715-611,STRATA,592218330008,59221833,CD-1 (385),Comprehensive Development,8,LMS4112,,181,,1065.0,PENDER ST E,V6A 4H9,LOT 8  PLAN LMS4112  DISTRICT LOT 1,81  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,ATA LOT AS SHOWN ON FORM 1,885000.0,173000.0,2023.0,782000.0,179000.0,2002.0,2002.0,,13,2023
014-595-001,LAND,641289530000,64128953,RS-1,One-Family Dwelling,24,VAP1314,5,THSL,,3155.0,6TH AVE E,V5M 1S4,LOT 24  BLOCK 5  SECTION 37  PLAN V,AP1314  DISTRICT LOT THSL  NWD PART,N 1/2.,,,1272000.0,324000.0,2021.0,1155000.0,326000.0,1989.0,2005.0,6397.31,21,2021
023-765-411,STRATA,690097930018,69009793,RT-8,Two-Family Dwelling,18,LMS2801,,526,201,1811.0,16TH AVE W,V6J 2M3,LOT 18  PLAN LMS2801  DISTRICT LOT,526  NEW WESTMINSTER UNDIV 98/1875,SHARE IN COM PROP THEREIN.,,,820000.0,169000.0,2021.0,800000.0,168000.0,1922.0,1997.0,2890.36,2,2021
018-799-914,STRATA,608120970058,60812097,CD-1 (386),Comprehensive Development,58,LMS1455,,541,908,1050.0,BURRARD ST,V6Z 2S3,"STRATA LOT 58, PLAN LMS1455, DISTRI","CT LOT 541, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,444000.0,291000.0,2020.0,520000.0,295000.0,1994.0,1994.0,2150.39,26,2020
026-376-300,STRATA,162604050233,16260405,CD-1 (324),Comprehensive Development,233,BCS1437,,FC,2907,928.0,BEATTY ST,V6Z 3G6,"STRATA LOT 233, PLAN BCS1437, DISTR","ICT LOT FC, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,509000.0,205000.0,2023.0,496000.0,202000.0,2005.0,2005.0,,30,2023
028-634-080,STRATA,250670930012,25067093,C-2C1,Commercial,12,BCS4163,,264A,207,1689.0,13TH AVE E,V5N 0A5,LOT 12  PLAN BCS4163  DISTRICT LOT,"264A  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN COMMON PROPERTY IN PRO,PORTION TO THE UNIT ENTITLEMENT OF,THE STRATE LOT AS SHOWN ON FORM 1 O,326000.0,177000.0,2021.0,330000.0,173000.0,2011.0,2011.0,1470.01,14,2021
005-871-859,STRATA,90710730009,9071073,CD-1 (78),Comprehensive Development,9,VAS778,,526,110,2140.0,BRIAR AVE,V6L 3E3,LOT 9  PLAN VAS778  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 1035/45205,SHARE IN COM PROP THEREIN.,,,623000.0,213000.0,2021.0,602000.0,221000.0,1980.0,1980.0,2443.22,4,2021
030-461-685,STRATA,590217750260,59021775,CD-1 (561),Comprehensive Development,260,EPS4557,,181,1108,983.0,HASTINGS ST E,V6A 0G9,LOT 260  PLAN EPS4557  DISTRICT LOT,"181  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,427000.0,277000.0,2022.0,380000.0,247000.0,2018.0,2018.0,1895.83,13,2022
027-790-339,STRATA,634098960023,63409896,C-3A,Commercial,23,BCS3286,,526,403,1808.0,1ST AVE W,V6J 0B3,STRATA LOT 23  PLAN BCS3286  DISTRI,CT LOT 526  NWD  GROUP 1  TOGETHER,WITH AN INTEREST IN THE COMMON PROP,ERTY IN PROPORTION TO THE UNIT ENTI,TLEMENT OF THE STRATA LOT AS SHOWN,923000.0,398000.0,2021.0,787000.0,394000.0,2009.0,2009.0,3860.61,2,2021
011-225-653,LAND,638280110000,63828011,RS-1,One-Family Dwelling,34,VAP5090,60,THSL,,2915.0,5TH AVE E,V5M 1N6,LOT 34  BLOCK 60  SECTION 31  PLAN,VAP5090  DISTRICT LOT THSL  NWD,,,,1167000.0,34200.0,2020.0,1316000.0,33200.0,1950.0,1950.0,5181.33,21,2020
026-480-867,STRATA,664195950070,66419595,C-3A,Commercial,70,BCS1581,,301,604,2635.0,PRINCE EDWARD ST,V5T 4V7,LOT 70  PLAN BCS1581  DISTRICT LOT,301  NEW WESTMINSTER GROUP 1.,,,,1040000.0,432000.0,2022.0,902000.0,375000.0,2005.0,2005.0,3964.0,13,2022
026-793-857,STRATA,718316960034,71831696,CD-1 (314),Comprehensive Development,34,BCS2012,,36,310,3660.0,VANNESS AVE,V5R 6H8,LOT 34  PLAN BCS2012  DISTRICT LOT,36  NEW WESTMINSTER GROUP 1.,,,,324000.0,150000.0,2020.0,384000.0,150000.0,2006.0,2006.0,1347.55,23,2020
025-632-655,STRATA,614161040026,61416104,CD-1 (297),Comprehensive Development,26,BCS327,,,902,1328.0,MARINASIDE CRES,V6Z 3B3,LOT 26  PLAN BCS327  NEW WESTMINSTE,"R DISTRICT LOT FALSE CREEK, UNDIV 2",27/16907 SHARE IN COM PROP THEREIN.,,,3788000.0,951000.0,2020.0,5063000.0,961000.0,2003.0,2003.0,18820.8,30,2020
013-280-791,LAND,735091540000,73509154,RS-5,One-Family Dwelling,8,VAP2975,21,526,,2034.0,35TH AVE W,V6M 1H9,LOT 8  BLOCK 21  PLAN VAP2975  DIST,RICT LOT 526  NWD OF LOT 4.,,,,3619000.0,114000.0,2022.0,2919000.0,118000.0,1933.0,1970.0,13162.5,5,2022
027-526-101,STRATA,648170950063,64817095,C-3A,Commercial,63,BCS2922,,302,361,485.0,8TH AVE W,V5Y 3Z5,LOT 63  PLAN BCS2922  DISTRICT LOT,"302  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,629000.0,248000.0,2021.0,569000.0,244000.0,2008.0,2008.0,2563.04,13,2021
029-498-821,STRATA,594186970081,59418697,HA-1A,Historical Area,81,EPS2384,15,196,1006,189.0,KEEFER ST,V6A 0C8,LOT 81  BLOCK 15  PLAN EPS2384  DIS,"TRICT LOT 196  NWD GROUP 1, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,TITLEMENT OF THE STRATA LOT AS SHOW,337000.0,266000.0,2021.0,279000.0,262000.0,2014.0,2014.0,1762.27,26,2021
014-534-002,LAND,233750860000,23375086,RS-1,Single Detached House,23,VAP1615,1,716,,5878.0,DUMFRIES ST,V5P 3A8,LOT 23  BLOCK 1  PLAN VAP1615  DIST,RICT LOT 716  NEW WESTMINSTER,,,,1630000.0,40600.0,2023.0,1510000.0,41300.0,1945.0,1945.0,,19,2023
026-378-761,STRATA,162604050479,16260405,CD-1 (324),Comprehensive Development,479,BCS1437,,FC,2501,939.0,EXPO BLVD,V6Z 3G7,"STRATA LOT 479, PLAN BCS1437, DISTR","ICT LOT FC, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,415000.0,154000.0,2022.0,410000.0,152000.0,2005.0,2005.0,1532.28,30,2022
024-770-965,STRATA,138604440174,13860444,DD,Comprehensive Development,174,LMS4155,,541,2407,928.0,RICHARDS ST,V6B 6P6,LOT 174  PLAN LMS4155  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 607/139,830 SHARE IN COM PROP THEREIN.,,,452000.0,238000.0,2021.0,432000.0,233000.0,2000.0,2000.0,2016.53,29,2021
029-846-668,STRATA,138600890086,13860089,CD-1 (525),Comprehensive Development,86,EPS3242,54,541,1505,777.0,RICHARDS ST,V6B 0M6,"STRATA LOT 86, BLOCK 54, PLAN EPS32","42, DISTRICT LOT 541, GROUP 1, NEW","WESTMINSTER LAND DISTRICT, TOGETHER",WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,385000.0,256000.0,2021.0,396000.0,251000.0,2016.0,2016.0,1873.32,26,2021
013-326-767,STRATA,616116950017,61611695,CD-1 (178),Comprehensive Development,17,VAS2375,,185,302,1311.0,BEACH AVE,V6E 1V6,"STRATA LOT 17, PLAN VAS2375, DISTRI","CT LOT 185, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTERESTIN",THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STRA,1231000.0,335000.0,2020.0,1263000.0,343000.0,1928.0,1989.0,4581.61,27,2020
011-982-713,LAND,823190950000,82319095,RS-1,One-Family Dwelling,42,VAP4013,1,313,,7975.0,SOPHIA ST,V5X 4N8,LOT 42  BLOCK 1  PLAN VAP4013  DIST,RICT LOT 313  NEW WESTMINSTER,,,,1267000.0,170000.0,2021.0,1092000.0,172000.0,1979.0,1990.0,6119.2,17,2021
010-241-051,LAND,790283950000,79028395,RS-1,One-Family Dwelling,23,VAP8117,9,,,2893.0,49TH AVE E,V5S 1K3,LOT 23  BLOCK 9  PLAN VAP8117  NEW,WESTMINSTER DISTRICT LOT 337 NW 1/4,.,,,1598000.0,30200.0,2021.0,1415000.0,29600.0,1950.0,1950.0,6543.41,24,2021
005-439-655,STRATA,717038920014,71703892,C-2,Commercial,14,VAS1298,,2027,205,3626.0,28TH AVE W,V6S 1S4,LOT 14  PLAN VAS1298  DISTRICT LOT,2027  NEW WESTMINSTER UNDIV 769/222,43 SHARE IN COM PROP THEREIN.,,,620000.0,102000.0,2022.0,605000.0,100000.0,1985.0,1985.0,1944.3,3,2022
029-700-906,STRATA,638182500136,63818250,CD-1 (464),Comprehensive Development,136,EPS2983,,200A,503,38.0,1ST AVE W,V5Y 0K3,LOT 136  PLAN EPS2983  DISTRICT LOT,"200A  NWD GROUP 1, TOGETHER WITH A",N INTEREST IN THE COMMON PROPERTY I,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,442000.0,205000.0,2021.0,405000.0,201000.0,2015.0,2015.0,1890.86,13,2021
025-704-346,STRATA,592116040061,59211604,DD,Comprehensive Development,61,BCS460,,185,1104,1328.0,PENDER ST W,V6E 4T1,"STRATA LOT 61, PLAN BCS460, DISTRIC","T LOT 185, GROUP 1, NEW WESTMINSTER","LAND DISTRICT, TOGETHER WITH AN IN",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF,423000.0,191000.0,2020.0,480000.0,194000.0,2003.0,2003.0,1796.37,26,2020
010-127-658,LAND,302722830000,30272283,RS-1,One-Family Dwelling,32,VAP2220,,37,,5389.0,TAUNTON ST,V5R 4B2,LOT 32  PLAN VAP2220  DISTRICT LOT,37  NEW WESTMINSTER BLOCK 18 19 & 2,2.,,,1360000.0,277000.0,2021.0,1233000.0,280000.0,1990.0,1992.0,7003.14,23,2021
029-430-968,STRATA,770278670056,77027867,CD-1 (529),Comprehensive Development,56,EPS2285,,37,708,2689.0,KINGSWAY,V5R 5H4,LOT 56  PLAN EPS2285  DISTRICT LOT,"37  NWD GROUP 1, PHASE 1, TOGETHER",WITH AN INTEREST IN THE COMMON PROP,ERTY IN PROPORTION TO THE UNIT ENTI,TLEMENT OF THE STRATA LOT AS SHOWN,221000.0,236000.0,2021.0,232000.0,232000.0,2014.0,2014.0,1335.57,23,2021
010-020-471,LAND,823250730000,82325073,RS-1,One-Family Dwelling,19,VAP8574,37,,,2105.0,FRASERVIEW DR,V5P 2N2,LOT 19  BLOCK 37  PLAN VAP8574  NEW,WESTMINSTER DISTRICT LOT FRASERVIE,W.,,,1855000.0,1259000.0,2022.0,1620000.0,1104000.0,2015.0,2015.0,8962.79,25,2022
